"Time","Sector","PercentHourlyWorkload","Scenario"
"12:30:00","TMA_DUBROVNIK",0,"Current"
"12:40:00","TMA_DUBROVNIK",0,"Current"
"13:10:00","TMA_DUBROVNIK",0,"Current"
"13:00:00","TMA_DUBROVNIK",0,"Current"
"12:50:00","TMA_DUBROVNIK",0,"Current"
"13:20:00","TMA_DUBROVNIK",0,"Current"
"13:30:00","TMA_DUBROVNIK",0,"Current"
"13:50:00","TMA_DUBROVNIK",0,"Current"
"13:40:00","TMA_DUBROVNIK",0,"Current"
"14:00:00","TMA_DUBROVNIK",0,"Current"
"14:10:00","TMA_DUBROVNIK",0,"Current"
"14:40:00","TMA_DUBROVNIK",0,"Current"
"14:20:00","TMA_DUBROVNIK",0,"Current"
"14:30:00","TMA_DUBROVNIK",0,"Current"
"14:50:00","TMA_DUBROVNIK",0,"Current"
"15:00:00","TMA_DUBROVNIK",0,"Current"
"15:30:00","TMA_DUBROVNIK",0,"Current"
"15:10:00","TMA_DUBROVNIK",0,"Current"
"15:20:00","TMA_DUBROVNIK",0,"Current"
"15:40:00","TMA_DUBROVNIK",0,"Current"
"15:50:00","TMA_DUBROVNIK",0,"Current"
"16:30:00","TMA_DUBROVNIK",0,"Current"
"16:10:00","TMA_DUBROVNIK",0,"Current"
"16:20:00","TMA_DUBROVNIK",0,"Current"
"16:00:00","TMA_DUBROVNIK",0,"Current"
"16:40:00","TMA_DUBROVNIK",0,"Current"
"17:00:00","TMA_DUBROVNIK",0,"Current"
"16:50:00","TMA_DUBROVNIK",0,"Current"
"17:10:00","TMA_DUBROVNIK",0,"Current"
"17:20:00","TMA_DUBROVNIK",0,"Current"
"17:40:00","TMA_DUBROVNIK",0,"Current"
"17:30:00","TMA_DUBROVNIK",0,"Current"
"18:00:00","TMA_DUBROVNIK",0,"Current"
"17:50:00","TMA_DUBROVNIK",0,"Current"
"18:10:00","TMA_DUBROVNIK",0,"Current"
"18:50:00","TMA_DUBROVNIK",0,"Current"
"18:20:00","TMA_DUBROVNIK",0,"Current"
"18:30:00","TMA_DUBROVNIK",0,"Current"
"18:40:00","TMA_DUBROVNIK",0,"Current"
"19:00:00","TMA_DUBROVNIK",0,"Current"
"19:40:00","TMA_DUBROVNIK",0,"Current"
"19:10:00","TMA_DUBROVNIK",0,"Current"
"19:20:00","TMA_DUBROVNIK",0,"Current"
"19:30:00","TMA_DUBROVNIK",0,"Current"
"19:50:00","TMA_DUBROVNIK",0,"Current"
"20:00:00","TMA_DUBROVNIK",0,"Current"
"20:30:00","TMA_DUBROVNIK",0,"Current"
"20:10:00","TMA_DUBROVNIK",0,"Current"
"20:20:00","TMA_DUBROVNIK",0,"Current"
"20:40:00","TMA_DUBROVNIK",0,"Current"
"20:50:00","TMA_DUBROVNIK",0,"Current"
"21:30:00","TMA_DUBROVNIK",0,"Current"
"21:10:00","TMA_DUBROVNIK",0,"Current"
"21:20:00","TMA_DUBROVNIK",0,"Current"
"21:00:00","TMA_DUBROVNIK",0,"Current"
"21:40:00","TMA_DUBROVNIK",0,"Current"
"22:20:00","TMA_DUBROVNIK",0,"Current"
"22:00:00","TMA_DUBROVNIK",0,"Current"
"22:10:00","TMA_DUBROVNIK",0,"Current"
"21:50:00","TMA_DUBROVNIK",0,"Current"
"23:00:00","TMA_DUBROVNIK",0,"Current"
"22:30:00","TMA_DUBROVNIK",0,"Current"
"22:40:00","TMA_DUBROVNIK",0,"Current"
"22:50:00","TMA_DUBROVNIK",0,"Current"
"23:10:00","TMA_DUBROVNIK",0,"Current"
"23:50:00","TMA_DUBROVNIK",0,"Current"
"23:30:00","TMA_DUBROVNIK",0,"Current"
"00:10:00","TMA_DUBROVNIK",0,"Current"
"23:20:00","TMA_DUBROVNIK",0,"Current"
"23:40:00","TMA_DUBROVNIK",0,"Current"
"23:40:00","TMA_OSIJEK",0,"Current"
"00:00:00","TMA_OSIJEK",0,"Current"
"00:10:00","TMA_OSIJEK",0,"Current"
"00:40:00","TMA_OSIJEK",0,"Current"
"00:20:00","TMA_OSIJEK",0,"Current"
"00:30:00","TMA_OSIJEK",0,"Current"
"00:50:00","TMA_OSIJEK",0,"Current"
"01:10:00","TMA_OSIJEK",0,"Current"
"01:00:00","TMA_OSIJEK",0,"Current"
"01:20:00","TMA_OSIJEK",0,"Current"
"02:10:00","TMA_OSIJEK",0,"Current"
"01:40:00","TMA_OSIJEK",0,"Current"
"01:30:00","TMA_OSIJEK",0,"Current"
"01:50:00","TMA_OSIJEK",0,"Current"
"02:00:00","TMA_OSIJEK",0,"Current"
"02:30:00","TMA_OSIJEK",0,"Current"
"02:20:00","TMA_OSIJEK",0,"Current"
"02:50:00","TMA_OSIJEK",0,"Current"
"02:40:00","TMA_OSIJEK",0,"Current"
"03:00:00","TMA_OSIJEK",0,"Current"
"03:20:00","TMA_OSIJEK",0,"Current"
"03:10:00","TMA_OSIJEK",0,"Current"
"03:40:00","TMA_OSIJEK",0,"Current"
"03:30:00","TMA_OSIJEK",0,"Current"
"04:00:00","TMA_OSIJEK",0,"Current"
"03:50:00","TMA_OSIJEK",0,"Current"
"04:20:00","TMA_OSIJEK",0,"Current"
"04:10:00","TMA_OSIJEK",0,"Current"
"04:30:00","TMA_OSIJEK",0,"Current"
"04:50:00","TMA_OSIJEK",0,"Current"
"04:40:00","TMA_OSIJEK",0,"Current"
"05:10:00","TMA_OSIJEK",0,"Current"
"05:00:00","TMA_OSIJEK",0,"Current"
"05:30:00","TMA_OSIJEK",0,"Current"
"05:20:00","TMA_OSIJEK",0,"Current"
"05:50:00","TMA_OSIJEK",0,"Current"
"05:40:00","TMA_OSIJEK",0,"Current"
"06:00:00","TMA_OSIJEK",0,"Current"
"06:30:00","TMA_OSIJEK",0,"Current"
"06:20:00","TMA_OSIJEK",0,"Current"
"06:10:00","TMA_OSIJEK",0,"Current"
"06:50:00","TMA_OSIJEK",0,"Current"
"06:40:00","TMA_OSIJEK",0,"Current"
"07:30:00","TMA_OSIJEK",0,"Current"
"07:10:00","TMA_OSIJEK",0,"Current"
"07:20:00","TMA_OSIJEK",0,"Current"
"07:00:00","TMA_OSIJEK",0,"Current"
"07:40:00","TMA_OSIJEK",0,"Current"
"08:00:00","TMA_OSIJEK",0,"Current"
"07:50:00","TMA_OSIJEK",0,"Current"
"08:20:00","TMA_OSIJEK",0,"Current"
"08:10:00","TMA_OSIJEK",0,"Current"
"09:00:00","TMA_OSIJEK",0,"Current"
"08:50:00","TMA_OSIJEK",0,"Current"
"08:30:00","TMA_OSIJEK",0,"Current"
"08:40:00","TMA_OSIJEK",0,"Current"
"09:10:00","TMA_OSIJEK",0,"Current"
"09:50:00","TMA_OSIJEK",0,"Current"
"09:20:00","TMA_OSIJEK",0,"Current"
"09:30:00","TMA_OSIJEK",0,"Current"
"09:40:00","TMA_OSIJEK",0,"Current"
"10:00:00","TMA_OSIJEK",0,"Current"
"10:10:00","TMA_OSIJEK",0,"Current"
"10:40:00","TMA_OSIJEK",0,"Current"
"10:20:00","TMA_OSIJEK",0,"Current"
"10:30:00","TMA_OSIJEK",0,"Current"
"10:50:00","TMA_OSIJEK",0,"Current"
"11:00:00","TMA_OSIJEK",0,"Current"
"11:40:00","TMA_OSIJEK",0,"Current"
"11:10:00","TMA_OSIJEK",0,"Current"
"11:20:00","TMA_OSIJEK",0,"Current"
"11:30:00","TMA_OSIJEK",0,"Current"
"11:50:00","TMA_OSIJEK",0,"Current"
"12:30:00","TMA_OSIJEK",0,"Current"
"12:10:00","TMA_OSIJEK",0,"Current"
"12:20:00","TMA_OSIJEK",0,"Current"
"12:00:00","TMA_OSIJEK",0,"Current"
"12:40:00","TMA_OSIJEK",0,"Current"
"13:20:00","TMA_OSIJEK",0,"Current"
"13:00:00","TMA_OSIJEK",0,"Current"
"13:10:00","TMA_OSIJEK",0,"Current"
"12:50:00","TMA_OSIJEK",0,"Current"
"13:30:00","TMA_OSIJEK",0,"Current"
"14:10:00","TMA_OSIJEK",0,"Current"
"13:40:00","TMA_OSIJEK",0,"Current"
"13:50:00","TMA_OSIJEK",0,"Current"
"14:00:00","TMA_OSIJEK",0,"Current"
"14:20:00","TMA_OSIJEK",0,"Current"
"14:40:00","TMA_OSIJEK",0,"Current"
"14:30:00","TMA_OSIJEK",0,"Current"
"15:00:00","TMA_OSIJEK",0,"Current"
"14:50:00","TMA_OSIJEK",0,"Current"
"15:10:00","TMA_OSIJEK",0,"Current"
"15:40:00","TMA_OSIJEK",0,"Current"
"15:30:00","TMA_OSIJEK",0,"Current"
"15:20:00","TMA_OSIJEK",0,"Current"
"15:50:00","TMA_OSIJEK",0,"Current"
"16:20:00","TMA_OSIJEK",0,"Current"
"16:00:00","TMA_OSIJEK",0,"Current"
"16:10:00","TMA_OSIJEK",0,"Current"
"16:30:00","TMA_OSIJEK",0,"Current"
"16:40:00","TMA_OSIJEK",0,"Current"
"17:10:00","TMA_OSIJEK",0,"Current"
"16:50:00","TMA_OSIJEK",0,"Current"
"17:00:00","TMA_OSIJEK",0,"Current"
"17:20:00","TMA_OSIJEK",0,"Current"
"17:30:00","TMA_OSIJEK",0,"Current"
"18:00:00","TMA_OSIJEK",0,"Current"
"17:40:00","TMA_OSIJEK",0,"Current"
"17:50:00","TMA_OSIJEK",0,"Current"
"18:10:00","TMA_OSIJEK",0,"Current"
"18:20:00","TMA_OSIJEK",0,"Current"
"19:00:00","TMA_OSIJEK",0,"Current"
"18:30:00","TMA_OSIJEK",0,"Current"
"18:40:00","TMA_OSIJEK",0,"Current"
"18:50:00","TMA_OSIJEK",0,"Current"
"19:40:00","TMA_OSIJEK",0,"Current"
"19:30:00","TMA_OSIJEK",0,"Current"
"19:10:00","TMA_OSIJEK",0,"Current"
"19:20:00","TMA_OSIJEK",0,"Current"
"19:50:00","TMA_OSIJEK",0,"Current"
"20:10:00","TMA_OSIJEK",0,"Current"
"20:00:00","TMA_OSIJEK",0,"Current"
"20:30:00","TMA_OSIJEK",0,"Current"
"20:20:00","TMA_OSIJEK",0,"Current"
"20:40:00","TMA_OSIJEK",0,"Current"
"20:50:00","TMA_OSIJEK",0,"Current"
"21:20:00","TMA_OSIJEK",0,"Current"
"21:00:00","TMA_OSIJEK",0,"Current"
"21:10:00","TMA_OSIJEK",0,"Current"
"21:30:00","TMA_OSIJEK",0,"Current"
"21:40:00","TMA_OSIJEK",0,"Current"
"22:10:00","TMA_OSIJEK",0,"Current"
"21:50:00","TMA_OSIJEK",0,"Current"
"22:00:00","TMA_OSIJEK",0,"Current"
"22:20:00","TMA_OSIJEK",0,"Current"
"22:30:00","TMA_OSIJEK",0,"Current"
"23:00:00","TMA_OSIJEK",0,"Current"
"22:40:00","TMA_OSIJEK",0,"Current"
"22:50:00","TMA_OSIJEK",0,"Current"
"23:10:00","TMA_OSIJEK",0,"Current"
"23:20:00","TMA_OSIJEK",0,"Current"
"23:30:00","TMA_OSIJEK",0,"Current"
"23:50:00","TMA_OSIJEK",0,"Current"
"06:00:00","TMA_PULA",0,"Current"
"00:00:00","TMA_PULA",0,"Current"
"00:30:00","TMA_PULA",0,"Current"
"00:20:00","TMA_PULA",0,"Current"
"00:10:00","TMA_PULA",0,"Current"
"00:40:00","TMA_PULA",0,"Current"
"00:50:00","TMA_PULA",0,"Current"
"01:20:00","TMA_PULA",0,"Current"
"01:00:00","TMA_PULA",0,"Current"
"01:10:00","TMA_PULA",0,"Current"
"01:30:00","TMA_PULA",0,"Current"
"01:40:00","TMA_PULA",0,"Current"
"02:20:00","TMA_PULA",0,"Current"
"01:50:00","TMA_PULA",0,"Current"
"02:00:00","TMA_PULA",0,"Current"
"02:10:00","TMA_PULA",0,"Current"
"02:30:00","TMA_PULA",0,"Current"
"02:50:00","TMA_PULA",0,"Current"
"02:40:00","TMA_PULA",0,"Current"
"03:10:00","TMA_PULA",0,"Current"
"03:00:00","TMA_PULA",0,"Current"
"03:20:00","TMA_PULA",0,"Current"
"04:00:00","TMA_PULA",0,"Current"
"03:40:00","TMA_PULA",0,"Current"
"03:50:00","TMA_PULA",0,"Current"
"03:30:00","TMA_PULA",0,"Current"
"04:10:00","TMA_PULA",0,"Current"
"04:20:00","TMA_PULA",0,"Current"
"04:50:00","TMA_PULA",0,"Current"
"04:30:00","TMA_PULA",0,"Current"
"04:40:00","TMA_PULA",0,"Current"
"05:00:00","TMA_PULA",0,"Current"
"05:10:00","TMA_PULA",0,"Current"
"05:40:00","TMA_PULA",0,"Current"
"05:20:00","TMA_PULA",0,"Current"
"05:30:00","TMA_PULA",0,"Current"
"05:50:00","TMA_PULA",0,"Current"
"06:30:00","TMA_PULA",0,"Current"
"06:10:00","TMA_PULA",0,"Current"
"06:20:00","TMA_PULA",0,"Current"
"06:40:00","TMA_PULA",0,"Current"
"06:50:00","TMA_PULA",0,"Current"
"07:20:00","TMA_PULA",0,"Current"
"07:10:00","TMA_PULA",0,"Current"
"07:00:00","TMA_PULA",0,"Current"
"07:30:00","TMA_PULA",0,"Current"
"07:40:00","TMA_PULA",0,"Current"
"08:10:00","TMA_PULA",0,"Current"
"07:50:00","TMA_PULA",0,"Current"
"08:00:00","TMA_PULA",0,"Current"
"08:20:00","TMA_PULA",0,"Current"
"08:30:00","TMA_PULA",0,"Current"
"08:50:00","TMA_PULA",0,"Current"
"08:40:00","TMA_PULA",0,"Current"
"09:00:00","TMA_PULA",0,"Current"
"09:10:00","TMA_PULA",0,"Current"
"09:40:00","TMA_PULA",0,"Current"
"09:20:00","TMA_PULA",0,"Current"
"09:30:00","TMA_PULA",0,"Current"
"09:50:00","TMA_PULA",0,"Current"
"10:00:00","TMA_PULA",0,"Current"
"10:40:00","TMA_PULA",0,"Current"
"10:20:00","TMA_PULA",0,"Current"
"10:10:00","TMA_PULA",0,"Current"
"10:30:00","TMA_PULA",0,"Current"
"10:50:00","TMA_PULA",0,"Current"
"11:30:00","TMA_PULA",0,"Current"
"11:00:00","TMA_PULA",0,"Current"
"11:10:00","TMA_PULA",0,"Current"
"11:20:00","TMA_PULA",0,"Current"
"11:40:00","TMA_PULA",0,"Current"
"11:50:00","TMA_PULA",0,"Current"
"12:20:00","TMA_PULA",0,"Current"
"12:00:00","TMA_PULA",0,"Current"
"12:10:00","TMA_PULA",0,"Current"
"12:30:00","TMA_PULA",0,"Current"
"12:40:00","TMA_PULA",0,"Current"
"13:10:00","TMA_PULA",0,"Current"
"12:50:00","TMA_PULA",0,"Current"
"13:00:00","TMA_PULA",0,"Current"
"13:20:00","TMA_PULA",0,"Current"
"13:30:00","TMA_PULA",0,"Current"
"14:00:00","TMA_PULA",0,"Current"
"13:40:00","TMA_PULA",0,"Current"
"13:50:00","TMA_PULA",0,"Current"
"14:10:00","TMA_PULA",0,"Current"
"14:20:00","TMA_PULA",0,"Current"
"15:00:00","TMA_PULA",0,"Current"
"14:30:00","TMA_PULA",0,"Current"
"14:40:00","TMA_PULA",0,"Current"
"14:50:00","TMA_PULA",0,"Current"
"15:10:00","TMA_PULA",0,"Current"
"15:50:00","TMA_PULA",0,"Current"
"15:30:00","TMA_PULA",0,"Current"
"15:40:00","TMA_PULA",0,"Current"
"15:20:00","TMA_PULA",0,"Current"
"16:00:00","TMA_PULA",0,"Current"
"16:40:00","TMA_PULA",0,"Current"
"16:10:00","TMA_PULA",0,"Current"
"16:20:00","TMA_PULA",0,"Current"
"16:30:00","TMA_PULA",0,"Current"
"16:50:00","TMA_PULA",0,"Current"
"17:00:00","TMA_PULA",0,"Current"
"17:20:00","TMA_PULA",0,"Current"
"17:10:00","TMA_PULA",0,"Current"
"17:30:00","TMA_PULA",0,"Current"
"17:40:00","TMA_PULA",0,"Current"
"18:10:00","TMA_PULA",0,"Current"
"17:50:00","TMA_PULA",0,"Current"
"18:00:00","TMA_PULA",0,"Current"
"18:20:00","TMA_PULA",0,"Current"
"18:30:00","TMA_PULA",0,"Current"
"19:10:00","TMA_PULA",0,"Current"
"18:40:00","TMA_PULA",0,"Current"
"18:50:00","TMA_PULA",0,"Current"
"19:00:00","TMA_PULA",0,"Current"
"19:20:00","TMA_PULA",0,"Current"
"20:00:00","TMA_PULA",0,"Current"
"19:30:00","TMA_PULA",0,"Current"
"19:40:00","TMA_PULA",0,"Current"
"19:50:00","TMA_PULA",0,"Current"
"20:10:00","TMA_PULA",0,"Current"
"20:50:00","TMA_PULA",0,"Current"
"20:40:00","TMA_PULA",0,"Current"
"20:20:00","TMA_PULA",0,"Current"
"20:30:00","TMA_PULA",0,"Current"
"21:00:00","TMA_PULA",0,"Current"
"21:10:00","TMA_PULA",0,"Current"
"21:40:00","TMA_PULA",0,"Current"
"21:20:00","TMA_PULA",0,"Current"
"21:30:00","TMA_PULA",0,"Current"
"21:50:00","TMA_PULA",0,"Current"
"22:00:00","TMA_PULA",0,"Current"
"22:30:00","TMA_PULA",0,"Current"
"22:10:00","TMA_PULA",0,"Current"
"22:20:00","TMA_PULA",0,"Current"
"22:40:00","TMA_PULA",0,"Current"
"22:50:00","TMA_PULA",0,"Current"
"23:20:00","TMA_PULA",0,"Current"
"23:00:00","TMA_PULA",0,"Current"
"23:10:00","TMA_PULA",0,"Current"
"23:30:00","TMA_PULA",0,"Current"
"23:40:00","TMA_PULA",0,"Current"
"23:50:00","TMA_PULA",0,"Current"
"00:00:00","TMA_SPLIT",0,"Current"
"00:10:00","TMA_SPLIT",0,"Current"
"00:30:00","TMA_SPLIT",0,"Current"
"01:10:00","TMA_SPLIT",0,"Current"
"00:40:00","TMA_SPLIT",0,"Current"
"00:50:00","TMA_SPLIT",0,"Current"
"01:00:00","TMA_SPLIT",0,"Current"
"01:20:00","TMA_SPLIT",0,"Current"
"01:30:00","TMA_SPLIT",0,"Current"
"02:00:00","TMA_SPLIT",0,"Current"
"01:40:00","TMA_SPLIT",0,"Current"
"01:50:00","TMA_SPLIT",0,"Current"
"02:10:00","TMA_SPLIT",0,"Current"
"02:40:00","TMA_SPLIT",0,"Current"
"02:20:00","TMA_SPLIT",0,"Current"
"02:30:00","TMA_SPLIT",0,"Current"
"02:50:00","TMA_SPLIT",0,"Current"
"03:00:00","TMA_SPLIT",0,"Current"
"03:40:00","TMA_SPLIT",0,"Current"
"03:10:00","TMA_SPLIT",0,"Current"
"03:20:00","TMA_SPLIT",0,"Current"
"03:30:00","TMA_SPLIT",0,"Current"
"03:50:00","TMA_SPLIT",1,"Current"
"04:00:00","TMA_SPLIT",2,"Current"
"04:50:00","TMA_SPLIT",4,"Current"
"04:10:00","TMA_SPLIT",2,"Current"
"04:20:00","TMA_SPLIT",2,"Current"
"04:30:00","TMA_SPLIT",2,"Current"
"04:40:00","TMA_SPLIT",3,"Current"
"05:00:00","TMA_SPLIT",5,"Current"
"05:10:00","TMA_SPLIT",8,"Current"
"05:20:00","TMA_SPLIT",11,"Current"
"06:10:00","TMA_SPLIT",14,"Current"
"05:30:00","TMA_SPLIT",13,"Current"
"05:40:00","TMA_SPLIT",14,"Current"
"05:50:00","TMA_SPLIT",14,"Current"
"06:00:00","TMA_SPLIT",13,"Current"
"06:20:00","TMA_SPLIT",15,"Current"
"06:30:00","TMA_SPLIT",16,"Current"
"06:40:00","TMA_SPLIT",21,"Current"
"07:40:00","TMA_SPLIT",21,"Current"
"06:50:00","TMA_SPLIT",23,"Current"
"07:00:00","TMA_SPLIT",24,"Current"
"07:10:00","TMA_SPLIT",25,"Current"
"07:20:00","TMA_SPLIT",23,"Current"
"07:30:00","TMA_SPLIT",23,"Current"
"07:50:00","TMA_SPLIT",20,"Current"
"08:00:00","TMA_SPLIT",22,"Current"
"08:30:00","TMA_SPLIT",23,"Current"
"08:10:00","TMA_SPLIT",22,"Current"
"08:20:00","TMA_SPLIT",23,"Current"
"09:00:00","TMA_SPLIT",23,"Current"
"08:40:00","TMA_SPLIT",25,"Current"
"08:50:00","TMA_SPLIT",25,"Current"
"09:10:00","TMA_SPLIT",23,"Current"
"09:20:00","TMA_SPLIT",24,"Current"
"09:30:00","TMA_SPLIT",27,"Current"
"10:20:00","TMA_SPLIT",25,"Current"
"10:00:00","TMA_SPLIT",28,"Current"
"10:10:00","TMA_SPLIT",27,"Current"
"09:40:00","TMA_SPLIT",24,"Current"
"09:50:00","TMA_SPLIT",24,"Current"
"10:30:00","TMA_SPLIT",22,"Current"
"10:40:00","TMA_SPLIT",23,"Current"
"10:50:00","TMA_SPLIT",26,"Current"
"11:30:00","TMA_SPLIT",28,"Current"
"11:00:00","TMA_SPLIT",23,"Current"
"11:10:00","TMA_SPLIT",25,"Current"
"11:20:00","TMA_SPLIT",28,"Current"
"11:40:00","TMA_SPLIT",27,"Current"
"11:50:00","TMA_SPLIT",25,"Current"
"12:40:00","TMA_SPLIT",24,"Current"
"12:10:00","TMA_SPLIT",26,"Current"
"12:20:00","TMA_SPLIT",22,"Current"
"12:30:00","TMA_SPLIT",23,"Current"
"12:00:00","TMA_SPLIT",25,"Current"
"12:50:00","TMA_SPLIT",24,"Current"
"13:00:00","TMA_SPLIT",24,"Current"
"13:10:00","TMA_SPLIT",22,"Current"
"13:20:00","TMA_SPLIT",21,"Current"
"14:10:00","TMA_SPLIT",17,"Current"
"13:30:00","TMA_SPLIT",22,"Current"
"13:40:00","TMA_SPLIT",21,"Current"
"13:50:00","TMA_SPLIT",18,"Current"
"14:00:00","TMA_SPLIT",17,"Current"
"14:20:00","TMA_SPLIT",19,"Current"
"14:30:00","TMA_SPLIT",20,"Current"
"14:40:00","TMA_SPLIT",20,"Current"
"15:30:00","TMA_SPLIT",19,"Current"
"15:00:00","TMA_SPLIT",21,"Current"
"15:10:00","TMA_SPLIT",20,"Current"
"15:20:00","TMA_SPLIT",22,"Current"
"14:50:00","TMA_SPLIT",22,"Current"
"15:40:00","TMA_SPLIT",18,"Current"
"15:50:00","TMA_SPLIT",20,"Current"
"16:00:00","TMA_SPLIT",22,"Current"
"16:30:00","TMA_SPLIT",24,"Current"
"16:20:00","TMA_SPLIT",23,"Current"
"16:10:00","TMA_SPLIT",24,"Current"
"16:50:00","TMA_SPLIT",24,"Current"
"16:40:00","TMA_SPLIT",25,"Current"
"17:00:00","TMA_SPLIT",23,"Current"
"17:10:00","TMA_SPLIT",25,"Current"
"17:20:00","TMA_SPLIT",24,"Current"
"18:10:00","TMA_SPLIT",24,"Current"
"17:50:00","TMA_SPLIT",25,"Current"
"18:00:00","TMA_SPLIT",26,"Current"
"17:30:00","TMA_SPLIT",24,"Current"
"17:40:00","TMA_SPLIT",23,"Current"
"18:20:00","TMA_SPLIT",26,"Current"
"18:30:00","TMA_SPLIT",25,"Current"
"18:40:00","TMA_SPLIT",27,"Current"
"18:50:00","TMA_SPLIT",26,"Current"
"19:40:00","TMA_SPLIT",21,"Current"
"19:00:00","TMA_SPLIT",24,"Current"
"19:10:00","TMA_SPLIT",24,"Current"
"19:20:00","TMA_SPLIT",21,"Current"
"19:30:00","TMA_SPLIT",21,"Current"
"19:50:00","TMA_SPLIT",20,"Current"
"20:00:00","TMA_SPLIT",21,"Current"
"20:10:00","TMA_SPLIT",20,"Current"
"21:00:00","TMA_SPLIT",19,"Current"
"20:40:00","TMA_SPLIT",18,"Current"
"20:50:00","TMA_SPLIT",18,"Current"
"20:20:00","TMA_SPLIT",21,"Current"
"20:30:00","TMA_SPLIT",20,"Current"
"00:20:00","TMA_SPLIT",0,"Current"
"21:10:00","TMA_SPLIT",18,"Current"
"21:20:00","TMA_SPLIT",16,"Current"
"21:40:00","TMA_SPLIT",13,"Current"
"21:30:00","TMA_SPLIT",16,"Current"
"22:10:00","TMA_SPLIT",9,"Current"
"21:50:00","TMA_SPLIT",12,"Current"
"22:00:00","TMA_SPLIT",10,"Current"
"22:20:00","TMA_SPLIT",8,"Current"
"22:30:00","TMA_SPLIT",8,"Current"
"23:30:00","TMA_SPLIT",1,"Current"
